exam_no,exam_label,question_no,has_answer,invalid,flags,question_head
25,第25回,16,True,False,,第25回 問16：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,17,True,False,選択肢に長文混入,"4 C,
a,
d
流行性角結膜炎に関する説明で正しいのはどれか。"
25,第25回,18,True,False,,第25回 問18：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,19,True,False,,第25回 問19：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,20,True,False,,"4 C,
ファシリティ・マネジメントに関する説明で正しし啼且み合わせはどれか。
0.注射針などの鋭利なものを廃棄する容器には、赤色のバイオハザードマークを貼付す"
25,第25回,21,True,False,,第25回 問21：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,22,True,False,,あなたはB病棟の職員にノロウイルスついて説明することになりました。正しい説明内容の組 み合わせはどれか。 a.ノロウイルス粒子を10個~100個摂取することによ
25,第25回,23,True,False,選択肢に長文混入 / 表・図・計算確認,B病棟で行う必要がある環境対策で正しいのはどれか。
25,第25回,24,True,False,抽出崩れ候補 / 表・図・計算確認,"表1の(あ)に当てはまる数値で正しいのはどれか。 1.0.49""0 2.4.0 (1,000中心ライン使用日数あたり) 3.0.5% 4.5.0 (1,000中"
25,第25回,25,True,False,表・図・計算確認,表1の(い)に当てはまる数値で正しいのはどれか。 0.4 2 0.5 3 0.8 4 肌ヨ26】 1.25 表1のデータを表2のべンチマークと比較した結果に関す
25,第25回,26,True,False,,第25回 問26：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,27,True,False,,あなたは内科病棟の職員に痔癖について説明することになりました。正しい説明内容はどれ か。 痔癖は、ヒゼンダニに皎まれることによって起とる感染症である。
25,第25回,28,True,False,,K氏に対して行う感染予防策で正しいのはどれか。
25,第25回,29,True,False,表・図・計算確認,M氏から検出されたMRSAに関する説明で正しい組み合わせはどれか。 0.入院患者から分離される黄色ブドウ球菌のうち、 MRSAが占める割合は従来50~70%とさ
25,第25回,30,True,False,表・図・計算確認,"3, 心臓血管外科病棟で実施する感染対策について正しい組み合わせはどれか。 a, M氏のみを402号室から個室に移動する。 b. M氏の周囲の高頻度接触環境表面"
25,第25回,31,True,False,,第25回 問31：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,32,True,False,,N病院の内視鏡室で使用されている過酢酸に関する説明で正しい組み合わせはどれか。 a.一部のウイルスは過酢酸に耐性であることから、スコープの消毒を目的とした過酢酸
25,第25回,33,True,False,選択肢に長文混入 / 表・図・計算確認,"a,
スコープの管理を改善するために、内視鏡室職員に指導する内容として正しい組み合わせはど
れか。
a.漏水テストは、症例ごとに実施する。
b.使用直後にスコー"
25,第25回,34,True,False,,第25回 問34：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,35,True,False,,第25回 問35：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,36,False,False,,第25回 問36：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,37,True,False,選択肢に長文混入,"a,
救命救急センターの職員に対して指導する内容で正しいのはどれか。"
25,第25回,38,True,False,,第25回 問38：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,39,False,False,,第25回 問39：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
25,第25回,40,False,False,,"a,
8月31日に得られた情報に基づく判断で正しいのはどれか。"
26,第26回,1,False,False,,第26回 問1：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,2,False,False,,第26回 問2：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,3,False,False,,第26回 問3：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,4,False,False,,第26回 問4：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,5,False,False,,第26回 問5：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,6,False,False,,第26回 問6：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,7,False,False,,第26回 問7：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,8,False,False,,第26回 問8：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,9,False,False,,第26回 問9：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,10,False,False,,第26回 問10：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,11,False,False,,第26回 問11：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,12,False,False,,第26回 問12：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,13,False,False,,第26回 問13：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,14,False,False,,第26回 問14：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,15,False,False,,第26回 問15：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,16,False,False,,第26回 問16：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,17,False,False,,第26回 問17：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,18,False,False,,第26回 問18：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,19,False,False,,第26回 問19：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,20,False,False,,第26回 問20：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,21,False,False,,第26回 問21：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,22,False,False,,第26回 問22：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,23,False,False,,第26回 問23：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,24,False,False,,第26回 問24：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,25,False,False,,第26回 問25：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,26,False,False,,第26回 問26：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,27,False,False,,第26回 問27：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,28,False,False,,第26回 問28：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,29,False,False,,第26回 問29：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,30,False,False,,第26回 問30：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,31,False,False,,第26回 問31：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,32,False,False,,第26回 問32：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,33,False,False,,第26回 問33：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,34,False,False,,第26回 問34：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,35,False,False,,第26回 問35：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,36,False,False,,第26回 問36：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,37,False,False,,第26回 問37：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,38,False,False,,第26回 問38：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,39,False,False,,第26回 問39：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
26,第26回,40,False,False,,第26回 問40：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,1,False,False,,第27回 問1：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,2,False,False,抽出崩れ候補,あるホテルで4月1日に朝食で提供された自菜の浅漬けの喫食に由来する晨管出血性大爆菌 0157による食中毒が発生した。このような単一の感染源による事例の典型的な流
27,第27回,3,False,False,表・図・計算確認,統計学に関する説明として、正しいのはどれか。
27,第27回,4,False,False,,薬剤耐性菌に関する説明として、正しい組み合わせはどれか。
27,第27回,5,False,False,,"感染症に関する説明として、正しい組み合わせはどれか。
a.重症熱性血小板減少症候群(Stts)は、マダニが媒介する感染症である。
b.デングウイルスに一度感染す"
27,第27回,6,False,False,,第27回 問6：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,7,False,False,,第27回 問7：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,8,False,False,,"ウイルス感染症に関する説明として、正しい組み合わせはどれか。
a.手足口病を引き起こすウイルスは、エンテロウイルスである。
b「妊娠20週以前に風疹ウイルスに感"
27,第27回,9,False,False,,免疫に関する説明として、正しい組み合わせはどれか。
27,第27回,10,False,False,,"インフルエンザに関する説明として、正しい組み合わせはどれか。
a.鳥インフルエンザA(HlNl)による感染症を診断した場合は、感染症法の規定による届出
を直ちに"
27,第27回,11,False,False,表・図・計算確認,"感染管理
次の間1から岡20に対する適切な答えを一つ選んでください。
手術部位感染(SSI)と喫煙歴の関連を調べるために、SIを起こした患者100人と起こきなか"
27,第27回,12,False,False,,"手術部位感染予防の対策として、正しい組み合わせはどれか。
a.手術前の除毛は、切開部あるいは周辺の体毛が手術の邪魔にならないかぎり行わない。
b_一次閉鎮した創"
27,第27回,13,False,False,,人工呼吸器関連肺炎予防の対策として、正しいのはどれか。
27,第27回,14,False,False,,飛沐予防策に関する説明として、正しい組み合わせはどれか。 a.髄膜炎首による敗血症に対して、効果的な治療開始後24時間が経過するまで飛沫予防策 を実施する。
27,第27回,15,False,False,,消化器内視鏡検査に関する説明として、正しいのはどれか。
27,第27回,16,False,False,,"血液透析室における感染予防策として、正しい組み合わせはどれか。
a.透析装置外装に日視可能な血液が付着している場合、0.05%(500,"")次亜塩素酸ナト
リウ"
27,第27回,17,False,False,,医療従事者のワクチン接種に関する説明として、正しいのはどれか。
27,第27回,18,False,False,,第27回 問18：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,19,False,False,,ファシリティマネジメントに関する説明として、正しいのはどれか。
27,第27回,20,False,False,表・図・計算確認,減菌に関する説明として、正しいのはどれか。 1・ ボウイ~・デイツクテストは、高圧蒸気滅菌器内の空気除去や減菌用蒸気の供給が行われたことを確認する就験方法であり
27,第27回,21,False,False,,第27回 問21：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,22,False,False,,第27回 問22：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,23,False,False,表・図・計算確認,"あなたは3病棟で駅鉛サーベイランスを行い、アウトブレイクを監視することにしました。
駅SAサーベイランスの方法に関する説明として、正しい組み合わせはどれか。
a"
27,第27回,24,False,False,,第27回 問24：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,25,False,False,表・図・計算確認,表1及び表2のデータから得られる情報として、正しい組み合わせはどれか。 a.0冑院のI側における2018年度のCm“I発生密度率は、2017度から50%減少した
27,第27回,26,False,False,表・図・計算確認,"Cm“Iの判定に用いる疾患定義の妥当性に関する説明として、正しい組み合わせはどれか。
a.感度が98%の疾患定義を用いると、CL“Iを発症している患者の2%がC"
27,第27回,27,False,False,,I氏への対応について、正しいのはどれか。
27,第27回,28,False,False,,"同室者への対応について、正しい組み合わせはどれか。
a.J氏、K氏、L氏の麻疹I゛検査を行う。
b.J氏、【氏、L氏に緊急麻疹ワクチンを接種する。
c.L氏にγ"
27,第27回,29,False,False,,第27回 問29：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,30,False,False,,"病棟を訪問していたあなたに、看護師長から0氏に関する感染対策について質問があった。看
護師長への説明として、正しいのはどれか。"
27,第27回,31,False,False,,"N氏に発疹が出限し、播種性帯状疱疹と診断された。N氏への対応として、正しい組み合わせは
どれか。
a.ガンシクロビルの投与を開始する。
b.空気予防策を実施する"
27,第27回,32,False,False,,"EIV感染予防について看護師Tに説明する内容として、正しい組み合わせはどれか。
a.抗肛V薬の予防内鳳を行わない場合、HIVに感染するリスクは3%程度である。
"
27,第27回,33,False,False,,看譲師Tに行うHIV感染予防策として、正しいのはどれか。
27,第27回,34,False,False,,看護師Tに行うBV感染予防策として、正しいのはどれか。
27,第27回,35,False,False,,"結核の検査に関する説明として、正しい組み合わせはどれか。
a.結核菌などの抗酸菌検出を目的とする喀痰採取では、原則的に朝昼夕と一日3回連続的に
採取する。
b."
27,第27回,36,False,False,,内科病棟で行う感染予防策として、正しいのはどれか。 1.4月22日にPCR法の結果が判明するまで、V氏は同室患者3名と共に515号室を使用する。
27,第27回,37,False,False,選択肢に長文混入,"4月22日にPCR法の結果が結核苗陽性であると判明した。「感染症法に基づく結核の接触者健康
診断の手引き(改訂第5版)」に従い、V氏の接触者に対し検診を行うこと"
27,第27回,38,False,False,,第27回 問38：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
27,第27回,39,False,False,表・図・計算確認,この病棟で行う環売対策について、正しいのはどれか。
27,第27回,40,False,False,,第27回 問40：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
28,第28回,1,False,False,表・図・計算確認,"感染管理
次の問1から間20に対する適切な答えを一つ選んでください。
統計学に関する説明として、正しいのはどれか。"
28,第28回,2,False,False,,第28回 問2：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
28,第28回,3,False,False,,"感染症に関する説明として、正しい組み合わせはどれか。
a.レジオネラ肺炎は、ヒトからヒトヘ感染する。
b.百日咳は、百日咳ウイルスによって引き起こされる感染症で"
28,第28回,4,False,False,,検体採取に関する説明として、正しい組み合わせはどれか。
28,第28回,5,False,False,,"エンベロープを有するウイルスとして、正しい組み合わせはどれか。
a.アデノウイルス
b.麻疹ウイルス
c.インフルエンザウイルス
d.ロタウイルス"
28,第28回,6,False,False,,第28回 問6：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
28,第28回,7,False,False,,"「血管内カテーテル関連感染防止C∝ガイドライン2011」において、推奨されている対策として、正しい組み合わせはどれか。
a.成人の場合、下肢に挿入した末梢静脈カ"
28,第28回,8,False,False,,"「カテーテル関連尿路感染
テルの適正使用例として、
の
誤
予防のた
つている
めのC∝ガイドライン2009」において、尿道留置カテー
のはどれか。"
28,第28回,9,False,False,,「医療ケア関連肺炎防止のためのCDCガイドライン2003」において、推奨されている医療ケア 関連細菌性肺炎予防策として、正しい組み合わせはどれか。 a.気道の粘
28,第28回,10,False,False,,"人工透析室における感染予防策として、正しい組み合わせはどれか。
a.透析用カテーテルと回路の接続部に使用する消毒薬は、ポビドンヨードである。
b.ノンクリティカ"
28,第28回,11,False,False,,新型インフルエンザ等対策に関連する記述として、誤っているのはどオ1′か。
28,第28回,12,False,False,抽出崩れ候補,インフルエンザ迅速診断検査キット「Z」の感度は80%、特異度は99%であり、インフルエンザ 流行期における陰性的中率は58%である。「Z」に関する説明として、正
28,第28回,13,False,False,,人工呼吸器関連肺炎(VP)とネブライザー使用の関連を調べるために、V想を起こした患者100 人と起こさなかった患者300人を選択し、過去にさかのぼリネブライザー
28,第28回,14,False,False,,"感染経路別予防策に関する説明として、正しい組み合わせはどれか。
a.髄膜炎菌による敗血症に対して、効果的な治療を開始後24時間が経過するまで飛沫予防
策を実施す"
28,第28回,15,False,False,,手指衛生について、正しい組み合わせはどれか。
28,第28回,16,False,False,,小児病棟における感染予防策として、正しい組み合わせはどれか。 a.∈157による腸管出血性大腸菌感染症を起こした幼児は、下痢が消失すれば細菌の排泄は ほとんどな
28,第28回,17,False,False,,防護環境に関する説明として、正しいのはどれか。
28,第28回,18,False,False,,"消毒薬に関する説明として、正しい組み合わせはどれか。
a.過酢酸は、2分間の浸漬で芽胞を殺滅する。
b.10%ポビドンヨードは、眼の消毒に使用することができる。"
28,第28回,19,False,False,,第28回 問19：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
28,第28回,20,False,False,,"ファシリティマネジメントに関する説明として、正しい組み合わせはどれか。
a.血液等が付着していない鋭利なものは、感染性廃棄物と同等に取り扱う。
b.リネン類は、"
28,第28回,21,False,False,,薬剤耐性菌に関する説明として、正しい組み合わせはどれか。
28,第28回,22,False,False,表・図・計算確認,A病院とЛISの標準化感染比(SIR)の説明について、正しいのはどれか。
28,第28回,23,False,False,表・図・計算確認,"外科医師と看護師に提案する改善策として、正しい組み合わせはどれか。
a.周術期は血糖の目標レベルを200嘔/dl未満にする。
b.表層切開創のSSI防止のために"
28,第28回,24,False,False,表・図・計算確認,"内視鏡の洗浄・消毒時の管理を改善するために、内視鏡室職員に指導する内容として、正しい
組み合わせはどれか。
a.検査終了直後、内視鏡の外表面をエタノールで清拭す"
28,第28回,25,False,False,,内視鏡と内視鏡付属品の管理について、内視鏡室職員に指導する内容として、正しい組み合わ せはどれか。 a.内視鏡の送気・送水ボタンは外して保管する。
28,第28回,26,False,False,,"説明する内容として、正しい組み合わせはどれか。
a.患者に使用したマウスピースは、OЮ2～0.05%(200～500ppm)の次亜塩素酸ナトリウム
溶液に浸漬後"
28,第28回,27,False,False,,この結果を受けてあなたが実施する必要がある対策として、正しいのはどれか。
28,第28回,28,False,False,,"あなたのアセスメント及び今後実施する対策として、正しい組み合わせはどれか。
a.F氏は、院内発生のCREと考えられる。
b.外科病棟の積極的保菌検査を検討する。"
28,第28回,29,False,False,表・図・計算確認,外科病棟の7月のCREに関する説明として、正しいのはどれか。
28,第28回,30,False,False,,内科病棟で行う感染対策として、正しい組み合わせはどれか。 a.J氏に対して空気予防策を実施する。
28,第28回,31,False,False,,"検査の結果、J氏は風疹と診断された。J氏と接触した職員に行う対策として、正しい組み合わせはどれか。
a.J氏に接触した職員をリストアップし、風疹I゛抗体とワクチ"
28,第28回,32,False,False,,"看護師長に対する説明として、正しい組み合わせはどれか。
a.看護師Kは3月24日以降休みのため、感染の危険性はないと伝えた。
b.看護師Kの風疹特異抗体価、ワク"
28,第28回,33,False,False,,"3月10日の状況に基づく判断として、正しい組み合わせはどれか。
a.喀痰塗抹検査で「抗酸菌陽性(1+)」であることから、M氏は結核菌を俳菌していると判
断される"
28,第28回,34,False,False,,救命救急センターの職員に指導する内容として、正しいのはどれか。
28,第28回,35,False,False,,3月12日に核酸増幅検査の結果が結核菌陽性と判明したため、「感染症法に基づく結核の接触者健康診断の手引き(改訂第5版)」に従い、M氏との接触者に対して健診を行う
28,第28回,36,False,False,,"看護師0に説明するHIV感染予防策として、正しい組み合わせはどれか。
a_直ちに、抗HIV薬の多剤併用レジメンを開始する。
b.HIV抗体陽性血液の粘膜曝露によ"
28,第28回,37,False,False,,第28回 問37：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
28,第28回,38,False,False,,1月10日の時点で入所者に行う対策として、正しいのはどれか。
28,第28回,39,False,False,,"この高齢者施設の対策として、正しい組み合わせはどれか。
a.施設内でインフルエンザが発生していることは伝えず、面会者の症状の確認を行う。
b.通所者は利用前に必"
28,第28回,40,False,False,,"この高齢者施設の職員に対する対策として、正しい組み合わせはどれか。
a.職員のV氏は体調が改善すれば1月12日から勤務可能とする。
b.体調がすぐれない職員は直"
29,令和4年,1,False,False,,令和4年 問1：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,2,False,False,,令和4年 問2：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,3,False,False,,令和4年 問3：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,4,False,False,,令和4年 問4：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,5,False,False,,令和4年 問5：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,6,False,False,,令和4年 問6：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,7,False,False,,令和4年 問7：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,8,False,False,,令和4年 問8：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,9,False,False,,令和4年 問9：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,10,False,False,,令和4年 問10：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,11,False,False,,令和4年 問11：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,12,False,False,,令和4年 問12：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,13,False,False,,令和4年 問13：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,14,False,False,,令和4年 問14：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,15,False,False,,令和4年 問15：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,16,False,False,,令和4年 問16：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,17,False,False,,令和4年 問17：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,18,False,False,,令和4年 問18：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,19,False,False,,令和4年 問19：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,20,False,False,,令和4年 問20：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,21,False,False,,令和4年 問21：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,22,False,False,,令和4年 問22：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,23,False,False,,令和4年 問23：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,24,False,False,,令和4年 問24：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,25,False,False,,令和4年 問25：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,26,False,False,,令和4年 問26：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,27,False,False,,令和4年 問27：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,28,False,False,,令和4年 問28：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,29,False,False,,令和4年 問29：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,30,False,False,,令和4年 問30：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,31,False,False,,令和4年 問31：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,32,False,False,,令和4年 問32：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,33,False,False,,令和4年 問33：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,34,False,False,,令和4年 問34：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,35,False,False,,令和4年 問35：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,36,False,False,,令和4年 問36：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,37,False,False,,令和4年 問37：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,38,False,False,,令和4年 問38：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,39,False,False,,令和4年 問39：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
29,令和4年,40,False,False,,令和4年 問40：画像PDFまたは抽出困難な箇所のため、問題文は未抽出です。管理画面から登録してください。
